Model,stimulus,MOS
bag,bag_level_7,9.59532455980262
bag,bag_level_8,18.2379641459553
bag,bag_level_9,82.7410789144631
bag,bag_gsigma_0_tsigma_8,88.7817189712178
bag,bag_gsigma_0_tsigma_16,86.2491113818562
bag,bag_gsigma_0_tsigma_32,62.1196403938335
bag,bag_gsigma_2_tsigma_8,56.9214555314096
bag,bag_gsigma_2_tsigma_16,49.3647550891434
bag,bag_gsigma_2_tsigma_32,43.7538095677216
bag,bag_gsigma_4_tsigma_8,22.3762041316303
bag,bag_gsigma_4_tsigma_16,21.9878476862278
bag,bag_gsigma_4_tsigma_32,22.4361648162837
bag,bag_tsl_4_tqs_64,67.0916886721881
bag,bag_tsl_4_tqs_128,62.2162882133011
bag,bag_tsl_4_tqs_256,36.2660978831892
bag,bag_tsl_4_tqs_512,20.8498128269944
bag,bag_tsl_6_tqs_64,58.5128737615267
bag,bag_tsl_6_tqs_128,48.8898905359444
bag,bag_tsl_6_tqs_256,40.2873934990621
bag,bag_tsl_6_tqs_512,24.6010683877856
bag,bag_tsl_8_tqs_64,90.3681766875632
bag,bag_tsl_8_tqs_128,80.6616415941647
bag,bag_tsl_8_tqs_256,60.3856444714721
bag,bag_tsl_8_tqs_512,34.9574709410185
bag,bag_gQP_1_tQP_1,86.6945618613025
bag,bag_gQP_1_tQP_2,76.1453084496901
bag,bag_gQP_1_tQP_3,52.8555842894003
bag,bag_gQP_2_tQP_1,52.1814527021875
bag,bag_gQP_2_tQP_2,49.3151135296929
bag,bag_gQP_2_tQP_3,39.107369122024
bag,bag_gQP_3_tQP_1,27.4403330919399
bag,bag_gQP_3_tQP_2,32.0177234321528
bag,bag_gQP_3_tQP_3,29.6148646889688
bag,bag_pqs_1_qs_16,90.340737997985
bag,bag_pqs_1_qs_32,81.8388457096111
bag,bag_pqs_1_qs_48,58.4355378897584
bag,bag_pqs_1_qs_64,62.5549192184665
biscuits,biscuits_level_7,6.91047271435654
biscuits,biscuits_level_8,26.0782931903573
biscuits,biscuits_level_9,78.9066204635677
biscuits,biscuits_gsigma_0_tsigma_8,82.2826667088248
biscuits,biscuits_gsigma_0_tsigma_16,70.8999140507115
biscuits,biscuits_gsigma_0_tsigma_32,40.4726299909337
biscuits,biscuits_gsigma_2_tsigma_8,60.9307664700768
biscuits,biscuits_gsigma_2_tsigma_16,55.5454027377535
biscuits,biscuits_gsigma_2_tsigma_32,37.8585251636165
biscuits,biscuits_gsigma_4_tsigma_8,46.5881520537883
biscuits,biscuits_gsigma_4_tsigma_16,43.1335575048828
biscuits,biscuits_gsigma_4_tsigma_32,25.3793537368916
biscuits,biscuits_tsl_4_tqs_64,18.0451544344017
biscuits,biscuits_tsl_4_tqs_128,20.5642609568839
biscuits,biscuits_tsl_4_tqs_256,17.3871050794022
biscuits,biscuits_tsl_4_tqs_512,11.2989396340749
biscuits,biscuits_tsl_6_tqs_64,83.0091458231808
biscuits,biscuits_tsl_6_tqs_128,68.9556829116783
biscuits,biscuits_tsl_6_tqs_256,46.8488477736057
biscuits,biscuits_tsl_6_tqs_512,27.4947960395713
biscuits,biscuits_tsl_8_tqs_64,81.6069470425006
biscuits,biscuits_tsl_8_tqs_128,71.1781634010122
biscuits,biscuits_tsl_8_tqs_256,50.5576824003506
biscuits,biscuits_tsl_8_tqs_512,24.2646277437371
biscuits,biscuits_gQP_1_tQP_1,80.6477298716552
biscuits,biscuits_gQP_1_tQP_2,69.6636406326868
biscuits,biscuits_gQP_1_tQP_3,55.2905776230521
biscuits,biscuits_gQP_2_tQP_1,68.1340514058868
biscuits,biscuits_gQP_2_tQP_2,65.2907505243469
biscuits,biscuits_gQP_2_tQP_3,53.113349303426
biscuits,biscuits_gQP_3_tQP_1,67.1480668654126
biscuits,biscuits_gQP_3_tQP_2,54.1912987291856
biscuits,biscuits_gQP_3_tQP_3,45.6768554152778
biscuits,biscuits_pqs_1_qs_16,85.0818696568213
biscuits,biscuits_pqs_1_qs_32,74.4478809868645
biscuits,biscuits_pqs_1_qs_48,40.2038171566461
biscuits,biscuits_pqs_1_qs_64,24.0311580218429
cake,cake_level_7,7.77036630933149
cake,cake_level_8,17.0859315355819
cake,cake_level_9,64.345121670555
cake,cake_gsigma_0_tsigma_8,82.3590312049873
cake,cake_gsigma_0_tsigma_16,68.4854323789437
cake,cake_gsigma_0_tsigma_32,44.2810515123353
cake,cake_gsigma_2_tsigma_8,67.1418394852242
cake,cake_gsigma_2_tsigma_16,58.6861334648242
cake,cake_gsigma_2_tsigma_32,40.5821688086074
cake,cake_gsigma_4_tsigma_8,50.0208990235177
cake,cake_gsigma_4_tsigma_16,45.0085000603682
cake,cake_gsigma_4_tsigma_32,33.5864561619986
cake,cake_tsl_4_tqs_64,83.7601889304529
cake,cake_tsl_4_tqs_128,71.4192006225946
cake,cake_tsl_4_tqs_256,53.06015189417
cake,cake_tsl_4_tqs_512,21.540601757417
cake,cake_tsl_6_tqs_64,82.758494070103
cake,cake_tsl_6_tqs_128,79.7423791075781
cake,cake_tsl_6_tqs_256,51.5022683172203
cake,cake_tsl_6_tqs_512,27.3954821215605
cake,cake_tsl_8_tqs_64,90.6540825183606
cake,cake_tsl_8_tqs_128,83.1920702766834
cake,cake_tsl_8_tqs_256,62.1457518157293
cake,cake_tsl_8_tqs_512,32.9655251142529
cake,cake_gQP_1_tQP_1,80.2052650200606
cake,cake_gQP_1_tQP_2,71.9209757291828
cake,cake_gQP_1_tQP_3,53.3831320857794
cake,cake_gQP_2_tQP_1,55.7972335545827
cake,cake_gQP_2_tQP_2,51.1128466069268
cake,cake_gQP_2_tQP_3,49.4090771166687
cake,cake_gQP_3_tQP_1,27.0367428218134
cake,cake_gQP_3_tQP_2,25.9380433382507
cake,cake_gQP_3_tQP_3,25.6380268432067
cake,cake_pqs_1_qs_16,90.7820152659122
cake,cake_pqs_1_qs_32,62.3118503892637
cake,cake_pqs_1_qs_48,34.5621685118863
cake,cake_pqs_1_qs_64,24.8590251527503
cauliflower,cauliflower_level_7,8.79345962299418
cauliflower,cauliflower_level_8,16.0306030369897
cauliflower,cauliflower_level_9,74.6811494247904
cauliflower,cauliflower_gsigma_0_tsigma_8,77.7622683284028
cauliflower,cauliflower_gsigma_0_tsigma_16,57.425103805969
cauliflower,cauliflower_gsigma_0_tsigma_32,40.190717226665
cauliflower,cauliflower_gsigma_2_tsigma_8,64.1622967039307
cauliflower,cauliflower_gsigma_2_tsigma_16,53.1317191703664
cauliflower,cauliflower_gsigma_2_tsigma_32,31.3681861609079
cauliflower,cauliflower_gsigma_4_tsigma_8,47.8571729909968
cauliflower,cauliflower_gsigma_4_tsigma_16,44.4047016090656
cauliflower,cauliflower_gsigma_4_tsigma_32,27.3258415882843
cauliflower,cauliflower_tsl_4_tqs_64,61.9039972872389
cauliflower,cauliflower_tsl_4_tqs_128,42.188692944374
cauliflower,cauliflower_tsl_4_tqs_256,33.1300686929086
cauliflower,cauliflower_tsl_4_tqs_512,26.6104175998077
cauliflower,cauliflower_tsl_6_tqs_64,75.5339573340953
cauliflower,cauliflower_tsl_6_tqs_128,64.2706535471644
