Model,stimulus,MOS
apollo_11,apollo_11_dec0.10_qp7_qt6_cqlevel_63,0.96710526325
apollo_11,apollo_11_dec0.10_qp9_qt8_cqlevel_63,0.9210526315
apollo_11,apollo_11_dec1.00_qp11_qt10_cqlevel_53,0.56578947375
apollo_11,apollo_11_dec1.00_qp13_qt12_cqlevel_33,0.36486486475
apollo_11,apollo_11_dec1.00_qp13_qt12_cqlevel_43,0.42763157900000004
apothecary_vase,apothecary_vase_dec0.10_qp10_qt9_cqlevel_63,0.5
apothecary_vase,apothecary_vase_dec0.10_qp12_qt11_cqlevel_58,0.25675675675
apothecary_vase,apothecary_vase_dec0.10_qp7_qt6_cqlevel_63,0.7
apothecary_vase,apothecary_vase_dec0.10_qp8_qt7_cqlevel_63,0.6339285715
apothecary_vase,apothecary_vase_dec1.00_qp12_qt11_cqlevel_53,0.15384615375
armillary_sphere_1771,armillary_sphere_1771_dec0.10_qp10_qt9_cqlevel_63,0.831081081
armillary_sphere_1771,armillary_sphere_1771_dec0.10_qp7_qt6_cqlevel_63,0.98076923075
armillary_sphere_1771,armillary_sphere_1771_dec0.10_qp8_qt7_cqlevel_63,0.9166666667500001
armillary_sphere_1771,armillary_sphere_1771_dec0.20_qp11_qt10_cqlevel_48,0.47297297299999996
armillary_sphere_1771,armillary_sphere_1771_dec0.40_qp12_qt11_cqlevel_38,0.30921052625
buste_cuirasse_de_marc_aurele_age,buste_cuirasse_de_marc_aurele_age_dec0.10_qp10_qt9_cqlevel_53,0.70270270275
buste_cuirasse_de_marc_aurele_age,buste_cuirasse_de_marc_aurele_age_dec0.10_qp7_qt6_cqlevel_63,0.99375
buste_cuirasse_de_marc_aurele_age,buste_cuirasse_de_marc_aurele_age_dec0.10_qp9_qt8_cqlevel_58,0.7960526315
buste_cuirasse_de_marc_aurele_age,buste_cuirasse_de_marc_aurele_age_dec0.30_qp10_qt9_cqlevel_43,0.4594594595
buste_cuirasse_de_marc_aurele_age,buste_cuirasse_de_marc_aurele_age_dec1.00_qp11_qt10_cqlevel_28,0.17105263150000005
candle_stick,candle_stick_dec0.10_qp10_qt9_cqlevel_58,0.38749999999999996
candle_stick,candle_stick_dec0.10_qp7_qt6_cqlevel_63,0.93269230775
candle_stick,candle_stick_dec0.10_qp9_qt8_cqlevel_63,0.5384615385
candle_stick,candle_stick_dec0.20_qp11_qt10_cqlevel_48,0.15714285725
candle_stick,candle_stick_dec0.40_qp13_qt12_cqlevel_38,0.1029411764999999
cela_ruins_of_a_nuns_cell,cela_ruins_of_a_nuns_cell_dec0.10_qp11_qt10_cqlevel_58,0.61458333325
cela_ruins_of_a_nuns_cell,cela_ruins_of_a_nuns_cell_dec0.10_qp7_qt6_cqlevel_63,0.9539473685
cela_ruins_of_a_nuns_cell,cela_ruins_of_a_nuns_cell_dec0.10_qp9_qt8_cqlevel_63,0.7785714285
cela_ruins_of_a_nuns_cell,cela_ruins_of_a_nuns_cell_dec0.20_qp13_qt12_cqlevel_48,0.5661764705
cela_ruins_of_a_nuns_cell,cela_ruins_of_a_nuns_cell_dec0.40_qp13_qt12_cqlevel_38,0.30208333325000003
creature_box_squid,creature_box_squid_dec0.10_qp8_qt7_cqlevel_63,0.9583333332499999
creature_box_squid,creature_box_squid_dec0.20_qp9_qt8_cqlevel_63,0.86184210525
creature_box_squid,creature_box_squid_dec1.00_qp10_qt9_cqlevel_58,0.41666666674999997
creature_box_squid,creature_box_squid_dec1.00_qp12_qt11_cqlevel_48,0.16874999999999996
creature_box_squid,creature_box_squid_dec1.00_qp9_qt8_cqlevel_63,0.50714285725
